Month,State,Coal_Quantity_MTon,Coal_Value_Lac,Petroleum_Quantity_MTon,Petroleum_Value_Lac,NaturalGas_Quantity_MTon,NaturalGas_Value_Lac
2021-01-31,Nagaland,3.3,562.91,7.56,5823.08,13.63,5612.64
2021-01-31,Odisha,4.35,745.15,0.74,567.33,8.38,3420.55
2021-01-31,Punjab,1.0,170.7,9.67,7412.17,9.42,3842.36
2021-01-31,Rajasthan,2.65,450.66,2.49,1914.33,10.04,4087.77
2021-01-31,Sikkim,0.88,150.16,3.15,2437.94,8.37,3453.24
2021-01-31,Tamil Nadu,3.9,660.92,10.79,8357.65,2.63,1080.93
2021-01-31,Telangana,4.78,804.37,7.54,5812.56,14.38,5865.04
2021-01-31,Tripura,5.22,885.02,1.68,1308.53,14.51,5999.95
2021-01-31,Uttar Pradesh,3.9,656.7,11.52,9039.08,3.32,1388.83
2021-01-31,Uttarakhand,0.7,118.24,7.86,6194.13,5.5,2279.94
2021-01-31,West Bengal,2.91,496.71,0.83,660.61,9.19,3834.13
2021-02-28,Andhra Pradesh,4.23,718.41,13.34,10632.85,4.85,2011.75
2021-02-28,Arunachal Pradesh,2.81,475.12,10.02,7958.36,7.45,3120.13
2021-02-28,Assam,1.65,281.45,4.78,3818.33,4.81,2043.23
2021-02-28,Bihar,1.12,193.26,5.97,4764.74,7.65,3243.25
2021-02-28,Chhattisgarh,5.84,1014.09,9.28,7423.2,6.18,2627.87
2021-02-28,Goa,5.29,925.89,5.96,4810.58,8.37,3562.49
2021-02-28,Gujarat,5.58,977.86,4.68,3774.87,5.72,2411.34
2021-02-28,Haryana,2.3,404.06,2.54,2053.29,11.37,4811.33
2021-02-28,Himachal Pradesh,0.54,94.44,1.18,953.11,10.06,4257.37
2021-02-28,Jharkhand,3.84,671.18,11.23,9075.85,3.68,1560.25
2021-02-28,Karnataka,1.7,298.21,12.1,9760.42,5.43,2332.23
2021-02-28,Kerala,3.79,660.67,3.19,2596.09,2.0,872.02
2021-02-28,Madhya Pradesh,3.75,653.8,8.9,7275.36,14.57,6320.56
2021-02-28,Maharashtra,1.97,343.8,8.84,7269.4,11.01,4849.39
2021-02-28,Manipur,2.29,403.46,8.99,7416.8,12.28,5359.47
2021-02-28,Meghalaya,3.5,619.6,3.52,2906.21,2.91,1283.15
2021-02-28,Mizoram,1.53,271.28,9.2,7575.58,15.0,6688.49
2021-02-28,Nagaland,4.48,789.91,6.28,5182.46,2.75,1216.52
2021-02-28,Odisha,5.34,936.53,4.28,3515.67,3.59,1600.87
2021-02-28,Punjab,4.88,854.73,12.5,10238.02,5.35,2373.18
2021-02-28,Rajasthan,5.9,1039.92,5.03,4141.48,12.55,5590.13
2021-02-28,Sikkim,4.44,784.4,3.75,3098.11,2.41,1076.7
2021-02-28,Tamil Nadu,3.71,657.51,2.28,1875.84,13.86,6277.36
2021-02-28,Telangana,3.81,671.39,1.45,1204.04,11.0,4946.62
2021-02-28,Tripura,4.38,777.97,10.42,8706.1,1.21,540.91
2021-02-28,Uttar Pradesh,2.99,529.4,10.42,8728.63,7.58,3402.82
2021-02-28,Uttarakhand,5.25,927.37,12.44,10495.03,9.27,4130.37
2021-02-28,West Bengal,1.07,188.19,14.94,12693.84,14.86,6677.81
2021-03-31,Andhra Pradesh,5.72,1001.89,8.17,6958.49,5.36,2434.68
2021-03-31,Arunachal Pradesh,1.34,234.1,9.25,7870.35,7.76,3555.4
2021-03-31,Assam,2.14,375.83,4.01,3437.12,14.32,6568.94
2021-03-31,Bihar,3.59,633.5,1.61,1385.72,7.74,3544.0
2021-03-31,Chhattisgarh,0.29,51.26,11.43,9889.45,2.74,1250.56
2021-03-31,Goa,5.07,894.17,3.27,2821.7,4.73,2186.79
2021-03-31,Gujarat,4.58,804.55,0.53,459.37,11.45,5372.46
2021-03-31,Haryana,5.75,1017.63,8.06,6958.12,3.32,1578.39
2021-03-31,Himachal Pradesh,6.3,1117.69,2.81,2414.94,11.52,5427.01
2021-03-31,Jharkhand,3.63,643.13,13.53,11722.69,7.0,3281.49
2021-03-31,Karnataka,1.56,274.71,4.1,3568.09,2.25,1047.47
2021-03-31,Kerala,6.21,1095.75,1.54,1348.63,1.96,904.74
2021-03-31,Madhya Pradesh,6.5,1145.81,12.35,10780.88,6.88,3213.08
2021-03-31,Maharashtra,6.65,1181.76,4.71,4113.97,6.7,3098.56
2021-03-31,Manipur,5.45,968.24,11.97,10503.68,14.64,6733.02
2021-03-31,Meghalaya,3.12,557.84,5.54,4868.35,2.54,1165.96
2021-03-31,Mizoram,2.67,477.38,9.2,8080.71,14.27,6540.66
2021-03-31,Nagaland,1.46,263.64,5.39,4716.01,1.31,600.13
2021-03-31,Odisha,1.56,283.6,11.03,9612.58,4.07,1850.23
2021-03-31,Punjab,3.3,598.33,5.64,4902.5,10.99,4990.43
2021-03-31,Rajasthan,2.08,379.86,12.0,10509.68,14.41,6524.72
2021-03-31,Sikkim,0.95,172.71,13.23,11664.5,11.95,5406.77
2021-03-31,Tamil Nadu,6.8,1237.32,5.61,4984.68,5.92,2718.15
2021-03-31,Telangana,6.13,1110.96,11.71,10495.13,6.72,3060.06
2021-03-31,Tripura,6.59,1205.51,2.13,1922.38,11.6,5341.18
2021-03-31,Uttar Pradesh,4.54,833.5,7.82,7061.84,3.52,1631.78
2021-03-31,Uttarakhand,3.35,619.86,0.66,594.11,6.54,3029.47
2021-03-31,West Bengal,3.74,691.52,11.0,9888.82,6.19,2850.52
2021-04-30,Andhra Pradesh,2.6,482.51,3.59,3226.07,1.33,608.02
2021-04-30,Arunachal Pradesh,0.97,181.87,13.06,11774.38,14.43,6674.5
2021-04-30,Assam,5.38,1010.1,4.72,4244.55,6.35,2917.46
2021-04-30,Bihar,4.81,908.31,1.64,1475.5,8.3,3788.73
2021-04-30,Chhattisgarh,1.34,255.12,10.09,9139.75,8.49,3894.81
2021-04-30,Goa,4.42,847.18,8.99,8206.51,4.47,2044.01
2021-04-30,Gujarat,1.26,240.83,1.58,1439.94,2.48,1129.48
2021-04-30,Haryana,2.31,440.42,4.3,3918.79,9.24,4193.32
2021-04-30,Himachal Pradesh,0.35,67.17,3.96,3599.05,1.38,624.84
2021-04-30,Jharkhand,3.94,752.02,1.48,1349.54,8.41,3861.71
2021-04-30,Karnataka,1.75,335.35,10.79,9796.98,14.17,6441.13
2021-04-30,Kerala,5.8,1118.28,9.48,8670.77,13.86,6345.04
2021-04-30,Madhya Pradesh,2.84,547.87,3.7,3413.09,3.31,1515.87
2021-04-30,Maharashtra,1.02,197.48,9.27,8529.42,7.1,3291.92
2021-04-30,Manipur,5.51,1069.55,10.88,10096.91,8.86,4069.32
2021-04-30,Meghalaya,6.19,1212.57,13.1,12252.5,8.57,3921.48
2021-04-30,Mizoram,2.82,552.01,14.05,13127.7,6.73,3067.29
2021-04-30,Nagaland,2.53,498.1,2.14,1999.3,3.19,1462.15
2021-04-30,Odisha,4.92,963.5,6.35,5950.06,2.7,1254.45
2021-04-30,Punjab,6.24,1227.64,8.86,8318.08,5.79,2699.95
2021-04-30,Rajasthan,1.59,312.84,10.9,10197.07,7.91,3652.61
2021-04-30,Sikkim,5.07,995.54,2.42,2269.66,5.06,2324.0
2021-04-30,Tamil Nadu,2.22,438.79,1.02,962.46,6.26,2913.05
2021-04-30,Telangana,4.05,800.48,7.04,6630.91,13.64,6328.79
2021-04-30,Tripura,0.77,151.9,7.82,7358.91,4.94,2315.72
2021-04-30,Uttar Pradesh,6.41,1268.81,11.41,10828.22,9.53,4464.24
2021-04-30,Uttarakhand,3.94,781.42,8.77,8336.25,9.87,4669.43
2021-04-30,West Bengal,4.07,808.78,7.24,6893.78,11.64,5519.6
2021-05-31,Andhra Pradesh,1.28,255.81,3.14,2998.01,7.25,3474.65
2021-05-31,Arunachal Pradesh,5.89,1188.05,10.92,10491.18,2.68,1285.7
2021-05-31,Assam,1.92,386.96,2.79,2682.18,12.03,5767.66
2021-05-31,Bihar,4.02,811.68,2.74,2641.34,12.58,5987.75
2021-05-31,Chhattisgarh,1.05,212.86,12.33,11962.48,7.73,3671.83
2021-05-31,Goa,0.75,152.35,1.57,1522.57,13.02,6202.29
2021-05-31,Gujarat,1.27,258.66,3.74,3631.38,3.67,1743.53
2021-05-31,Haryana,0.74,151.1,4.9,4767.03,4.58,2162.17
2021-05-31,Himachal Pradesh,5.15,1057.43,13.21,12845.18,2.71,1281.66
2021-05-31,Jharkhand,1.55,316.49,4.52,4408.77,4.88,2296.3
2021-05-31,Karnataka,1.36,276.61,1.53,1486.6,13.01,6155.29
2021-05-31,Kerala,4.5,913.71,13.45,13120.9,5.9,2809.79
2021-05-31,Madhya Pradesh,2.99,610.98,11.28,11004.71,5.04,2396.99
2021-05-31,Maharashtra,5.11,1045.46,5.7,5592.93,4.11,1943.82
2021-05-31,Manipur,5.31,1093.45,10.87,10703.21,13.52,6407.89
2021-05-31,Meghalaya,1.59,327.92,10.45,10320.62,1.77,835.99
2021-05-31,Mizoram,2.5,519.35,2.48,2444.15,6.64,3119.2
2021-05-31,Nagaland,3.18,663.38,6.72,6635.24,3.76,1769.49
2021-05-31,Odisha,2.62,546.97,3.0,2970.07,5.64,2685.32
2021-05-31,Punjab,1.43,299.28,6.97,6889.39,6.31,3015.24
2021-05-31,Rajasthan,2.83,590.46,1.18,1173.58,14.88,7042.06
2021-05-31,Sikkim,6.97,1452.28,14.14,14157.32,5.98,2834.45
2021-05-31,Tamil Nadu,2.36,495.51,9.34,9391.59,8.29,3894.93
2021-05-31,Telangana,5.06,1062.73,4.12,4134.42,6.3,2998.48
2021-05-31,Tripura,1.61,341.05,0.67,675.09,5.35,2543.62
2021-05-31,Uttar Pradesh,5.63,1197.99,5.93,5966.8,11.54,5498.57
2021-05-31,Uttarakhand,5.08,1082.04,1.31,1313.78,6.78,3258.78
2021-05-31,West Bengal,6.28,1342.82,11.22,11244.64,10.18,4952.13
2021-06-30,Andhra Pradesh,4.92,1054.94,6.0,6009.21,8.08,3908.08
2021-06-30,Arunachal Pradesh,4.11,880.36,4.63,4672.17,9.55,4602.73
2021-06-30,Assam,1.06,228.04,5.49,5562.44,11.22,5379.93
2021-06-30,Bihar,5.16,1107.51,3.02,3067.67,9.22,4472.77
2021-06-30,Chhattisgarh,4.54,971.58,7.49,7624.15,4.21,2050.11
2021-06-30,Goa,4.52,963.89,14.89,15099.73,5.72,2820.52
2021-06-30,Gujarat,6.98,1499.35,4.69,4769.56,7.36,3650.85
2021-06-30,Haryana,4.34,933.38,9.96,10173.25,4.88,2442.38
2021-06-30,Himachal Pradesh,2.09,453.63,1.12,1143.54,1.21,602.43
2021-06-30,Jharkhand,4.05,884.08,13.26,13608.78,2.86,1419.45
2021-06-30,Karnataka,4.5,980.55,11.52,11831.56,3.58,1791.09
2021-06-30,Kerala,6.83,1500.44,7.99,8183.51,11.36,5688.57
2021-06-30,Madhya Pradesh,2.56,560.39,3.62,3728.52,6.41,3180.87
2021-06-30,Maharashtra,4.28,942.11,14.89,15307.82,4.85,2392.84
2021-06-30,Manipur,3.24,719.3,1.17,1203.22,14.46,7123.7
2021-06-30,Meghalaya,4.32,960.98,8.57,8813.4,2.28,1116.87
2021-06-30,Mizoram,3.68,816.81,12.92,13330.18,4.37,2144.31
2021-06-30,Nagaland,1.4,312.05,12.76,13175.2,11.7,5807.01
2021-06-30,Odisha,2.55,571.26,3.44,3544.94,7.95,3968.28
2021-06-30,Punjab,4.91,1100.82,13.0,13454.34,11.85,5889.08
2021-06-30,Rajasthan,6.87,1535.7,10.14,10554.29,6.48,3233.2
2021-06-30,Sikkim,5.07,1131.53,3.95,4124.87,9.64,4826.1
2021-06-30,Tamil Nadu,1.17,260.26,0.92,959.76,2.02,1019.95
2021-06-30,Telangana,4.47,992.79,8.73,9098.94,14.66,7452.55
2021-06-30,Tripura,6.94,1537.06,2.42,2518.63,2.34,1204.8
2021-06-30,Uttar Pradesh,3.01,665.29,10.86,11376.69,3.59,1851.94
2021-06-30,Uttarakhand,3.23,714.51,1.38,1447.57,1.73,903.36
2021-06-30,West Bengal,5.82,1284.24,7.52,7933.94,12.82,6662.08
2021-07-31,Andhra Pradesh,3.6,800.06,7.88,8290.33,1.09,574.0
2021-07-31,Arunachal Pradesh,1.14,255.49,2.89,3039.76,6.85,3607.51
2021-07-31,Assam,4.65,1043.31,9.75,10246.89,8.76,4640.45
2021-07-31,Bihar,4.79,1084.08,10.52,11025.76,9.24,4953.91
2021-07-31,Chhattisgarh,3.27,743.37,14.28,14925.27,14.01,7563.14
2021-07-31,Goa,3.81,866.94,2.92,3074.69,10.06,5463.97
2021-07-31,Gujarat,2.9,658.61,13.67,14397.93,9.96,5408.94
2021-07-31,Haryana,1.75,396.31,1.43,1505.95,8.1,4387.31
2021-07-31,Himachal Pradesh,3.29,746.99,4.54,4796.07,9.53,5215.54
2021-07-31,Jharkhand,6.46,1468.1,14.31,15123.82,11.15,6123.31
2021-07-31,Karnataka,2.9,657.77,9.95,10494.67,8.36,4604.34
2021-07-31,Kerala,5.49,1239.11,13.0,13791.56,10.62,5915.25
2021-07-31,Madhya Pradesh,5.83,1313.3,5.77,6146.02,10.55,5834.33
2021-07-31,Maharashtra,0.92,208.61,9.2,9829.79,6.89,3826.02
2021-07-31,Manipur,2.73,618.57,1.34,1427.09,14.94,8384.62
2021-07-31,Meghalaya,2.97,671.78,7.65,8164.44,1.72,967.34
2021-07-31,Mizoram,1.01,228.38,5.41,5797.31,2.08,1164.52
2021-07-31,Nagaland,6.32,1428.32,1.66,1782.19,6.56,3651.2
2021-07-31,Odisha,2.39,544.19,1.43,1544.16,6.65,3718.25
2021-07-31,Punjab,0.8,181.47,0.81,878.24,4.69,2603.99
2021-07-31,Rajasthan,5.11,1159.6,6.12,6636.95,4.24,2348.14
2021-07-31,Sikkim,5.22,1179.86,3.89,4213.34,5.61,3104.86
2021-07-31,Tamil Nadu,4.62,1043.76,14.64,15822.14,12.74,7094.15
2021-07-31,Telangana,4.32,975.95,3.68,3970.63,11.32,6327.58
2021-07-31,Tripura,5.37,1214.07,0.62,667.67,1.6,891.59
2021-07-31,Uttar Pradesh,3.64,822.54,4.16,4488.71,10.51,5843.75
2021-07-31,Uttarakhand,5.42,1235.27,10.81,11627.9,6.12,3417.17
2021-07-31,West Bengal,1.28,290.7,2.02,2172.0,7.25,4036.68
2021-08-31,Andhra Pradesh,3.04,691.47,12.33,13218.06,4.09,2302.83
2021-08-31,Arunachal Pradesh,4.08,923.17,0.77,831.58,2.32,1299.05
2021-08-31,Assam,4.78,1083.1,7.59,8190.57,3.86,2164.13
2021-08-31,Bihar,1.28,289.97,11.6,12545.25,6.61,3724.95
2021-08-31,Chhattisgarh,2.97,676.43,4.46,4836.85,8.88,4971.93
2021-08-31,Goa,4.32,987.0,5.47,5959.35,1.84,1027.19
2021-08-31,Gujarat,3.18,726.67,11.79,12887.61,7.48,4162.93
2021-08-31,Haryana,5.76,1323.47,8.87,9708.78,5.54,3111.43
2021-08-31,Himachal Pradesh,6.36,1470.68,4.14,4515.66,11.55,6558.12
2021-08-31,Jharkhand,1.48,343.41,14.01,15267.62,2.71,1532.08
2021-08-31,Karnataka,2.95,681.75,4.92,5393.53,4.96,2834.71
2021-08-31,Kerala,2.85,662.3,8.29,9150.84,13.64,7844.43
2021-08-31,Madhya Pradesh,3.53,825.69,10.57,11642.53,5.46,3170.63
2021-08-31,Maharashtra,0.74,172.77,9.64,10580.26,3.47,2008.88
2021-08-31,Manipur,5.85,1371.93,2.74,3021.79,12.05,7000.18
2021-08-31,Meghalaya,1.59,372.55,10.38,11489.02,4.3,2488.54
2021-08-31,Mizoram,6.06,1422.49,12.08,13332.77,14.18,8222.79
2021-08-31,Nagaland,1.13,266.85,5.04,5577.81,2.31,1330.29
2021-08-31,Odisha,1.6,377.25,14.72,16379.42,14.25,8265.55
2021-08-31,Punjab,4.27,1010.97,6.27,7008.55,3.06,1789.37
2021-08-31,Rajasthan,0.79,188.59,6.96,7802.01,12.19,7076.52
2021-08-31,Sikkim,2.43,578.32,14.65,16456.78,8.94,5152.12
2021-08-31,Tamil Nadu,5.56,1332.39,7.67,8659.64,1.76,1025.95
2021-08-31,Telangana,4.96,1193.53,2.15,2427.76,5.61,3245.45
2021-08-31,Tripura,2.76,666.33,13.27,15083.07,1.54,892.4
2021-08-31,Uttar Pradesh,4.65,1131.31,14.84,16949.14,8.04,4673.84
2021-08-31,Uttarakhand,1.71,418.26,9.28,10643.52,14.33,8368.58
2021-08-31,West Bengal,0.76,187.26,14.3,16453.47,3.09,1806.52
2021-09-30,Andhra Pradesh,6.06,1486.42,3.41,3919.26,5.77,3350.93
2021-09-30,Arunachal Pradesh,4.07,994.53,8.71,10069.97,13.82,7991.72
2021-09-30,Assam,5.2,1273.83,10.65,12278.95,9.26,5349.41
2021-09-30,Bihar,1.09,267.5,3.32,3818.47,12.59,7344.6
2021-09-30,Chhattisgarh,0.41,100.17,6.56,7525.76,2.61,1529.01
2021-09-30,Goa,4.61,1122.88,13.7,15753.18,7.42,4348.69
2021-09-30,Gujarat,3.16,770.18,2.11,2429.94,4.86,2838.11
2021-09-30,Haryana,2.04,495.53,10.99,12634.13,9.15,5367.65
2021-09-30,Himachal Pradesh,2.52,612.62,14.97,17291.22,9.74,5724.27
2021-09-30,Jharkhand,5.91,1436.15,8.7,10099.88,10.93,6425.87
2021-09-30,Karnataka,3.39,830.28,13.66,15837.12,7.81,4584.72
2021-09-30,Kerala,0.62,152.26,11.65,13518.63,7.57,4459.15
2021-09-30,Madhya Pradesh,2.72,667.37,12.16,14088.5,14.16,8406.94
2021-09-30,Maharashtra,1.14,279.84,10.63,12332.08,12.71,7571.73
2021-09-30,Manipur,5.06,1244.93,1.51,1757.36,6.56,3951.02
2021-09-30,Meghalaya,1.98,490.77,4.8,5594.57,8.62,5229.22
2021-09-30,Mizoram,2.61,650.21,4.58,5357.46,7.23,4400.86
2021-09-30,Nagaland,1.08,271.01,3.86,4503.59,3.37,2035.51
2021-09-30,Odisha,0.48,120.32,12.59,14747.91,3.87,2339.84
2021-09-30,Punjab,1.39,347.0,7.34,8650.78,5.64,3423.64
2021-09-30,Rajasthan,5.32,1323.17,8.42,9928.79,7.11,4360.87
2021-09-30,Sikkim,6.84,1700.0,5.81,6856.38,4.53,2790.71
2021-09-30,Tamil Nadu,1.08,267.57,1.27,1507.1,11.8,7318.6
2021-09-30,Telangana,5.69,1414.62,7.42,8807.8,2.01,1245.6
2021-09-30,Tripura,0.56,138.95,2.12,2527.56,5.85,3630.5
2021-09-30,Uttar Pradesh,0.88,218.82,1.69,2013.85,8.02,4967.82
2021-09-30,Uttarakhand,4.7,1171.24,10.18,12174.97,12.37,7610.53
2021-09-30,West Bengal,4.59,1140.91,10.03,12036.81,6.37,3955.52
2021-10-31,Andhra Pradesh,6.5,1620.75,2.22,2669.95,11.27,6983.71
2021-10-31,Arunachal Pradesh,6.63,1648.57,6.36,7638.64,13.88,8669.47
2021-10-31,Assam,5.47,1367.65,4.24,5106.93,3.77,2364.53
2021-10-31,Bihar,1.19,299.56,11.42,13758.58,1.45,916.49
2021-10-31,Chhattisgarh,3.09,781.33,7.18,8703.79,10.54,6627.16
2021-10-31,Goa,5.77,1453.54,1.03,1250.72,11.28,7064.47
2021-10-31,Gujarat,4.74,1201.42,10.82,13125.33,3.72,2319.05
2021-10-31,Haryana,4.33,1104.18,5.33,6491.15,7.61,4768.11
2021-10-31,Himachal Pradesh,1.94,495.94,12.61,15327.96,10.45,6502.13
2021-10-31,Jharkhand,3.86,991.84,6.0,7301.1,6.52,4067.53
2021-10-31,Karnataka,4.55,1174.36,4.46,5450.48,2.49,1541.7
2021-10-31,Kerala,3.99,1034.25,4.09,4988.28,1.97,1209.89
2021-10-31,Madhya Pradesh,2.0,519.3,3.93,4813.39,14.52,8903.81
2021-10-31,Maharashtra,2.0,522.16,5.99,7335.99,6.86,4237.72
2021-10-31,Manipur,1.69,439.85,13.59,16632.63,2.12,1316.28
2021-10-31,Meghalaya,4.85,1270.36,13.31,16263.64,7.84,4918.89
2021-10-31,Mizoram,0.25,65.75,1.96,2407.43,9.19,5725.49
2021-10-31,Nagaland,5.65,1482.63,10.23,12604.43,7.51,4720.33
2021-10-31,Odisha,6.14,1612.35,13.81,17101.89,4.62,2910.78
2021-10-31,Punjab,3.58,945.76,3.19,3956.29,2.29,1454.69
2021-10-31,Rajasthan,3.64,964.8,12.4,15381.43,9.59,6049.98
2021-10-31,Sikkim,6.3,1682.21,10.63,13257.39,7.83,4944.07
2021-10-31,Tamil Nadu,4.28,1149.05,1.0,1253.53,9.0,5697.81
2021-10-31,Telangana,1.33,357.09,6.27,7887.27,4.88,3105.33
2021-10-31,Tripura,6.05,1625.56,7.38,9338.36,9.94,6389.11
2021-10-31,Uttar Pradesh,6.03,1626.67,8.92,11258.7,1.53,983.19
2021-10-31,Uttarakhand,0.33,89.38,9.85,12472.86,12.9,8324.98
2021-10-31,West Bengal,1.58,430.59,6.61,8409.08,6.49,4198.43
2021-11-30,Andhra Pradesh,5.13,1402.58,1.18,1500.97,6.42,4174.02
2021-11-30,Arunachal Pradesh,5.32,1452.87,8.84,11271.5,12.12,7887.55
2021-11-30,Assam,0.29,79.54,13.91,17795.15,12.77,8273.04
2021-11-30,Bihar,1.13,310.31,10.31,13219.0,12.37,8095.47
2021-11-30,Chhattisgarh,3.87,1061.96,4.65,5981.08,3.5,2283.13
2021-11-30,Goa,0.27,74.02,8.0,10328.86,8.92,5865.17
2021-11-30,Gujarat,5.3,1447.76,10.07,13032.96,11.25,7473.53
2021-11-30,Haryana,4.2,1151.12,2.05,2655.06,6.43,4256.86
2021-11-30,Himachal Pradesh,6.94,1895.94,12.79,16614.48,6.65,4373.6
2021-11-30,Jharkhand,0.69,188.11,3.22,4178.64,13.9,9127.84
2021-11-30,Karnataka,3.07,835.13,7.29,9443.64,1.88,1239.27
2021-11-30,Kerala,3.34,909.42,2.21,2857.29,8.54,5616.4
2021-11-30,Madhya Pradesh,2.84,776.41,5.03,6505.6,9.64,6391.32
2021-11-30,Maharashtra,6.73,1835.09,14.94,19431.18,12.03,7945.7
2021-11-30,Manipur,0.22,60.05,10.22,13289.49,1.09,720.55
2021-11-30,Meghalaya,5.3,1453.13,12.68,16570.99,5.17,3446.84
2021-11-30,Mizoram,4.61,1270.79,0.67,874.92,5.03,3351.68
2021-11-30,Nagaland,1.63,452.07,14.68,19253.29,10.08,6708.27
2021-11-30,Odisha,2.55,711.78,8.33,10934.1,1.88,1245.1
2021-11-30,Punjab,5.76,1607.08,12.78,16734.75,8.04,5310.95
2021-11-30,Rajasthan,2.42,677.94,12.88,16869.37,12.44,8250.63
2021-11-30,Sikkim,1.4,392.72,1.24,1619.5,2.27,1499.5
2021-11-30,Tamil Nadu,2.54,716.35,10.32,13522.04,4.71,3095.47
2021-11-30,Telangana,6.51,1841.43,13.33,17477.07,9.04,5997.3
2021-11-30,Tripura,2.8,791.13,1.85,2440.32,4.87,3236.23
2021-11-30,Uttar Pradesh,2.39,673.87,11.18,14796.98,3.32,2226.51
2021-11-30,Uttarakhand,0.26,73.29,14.36,19088.04,9.25,6250.78
2021-11-30,West Bengal,2.42,679.68,13.28,17674.11,1.22,825.48
2021-12-31,Andhra Pradesh,6.87,1941.3,10.66,14200.95,7.87,5379.75
2021-12-31,Arunachal Pradesh,1.74,491.72,12.16,16217.72,8.13,5582.44
2021-12-31,Assam,3.07,871.39,7.67,10211.6,3.35,2309.54
2021-12-31,Bihar,6.73,1910.37,13.07,17457.68,6.93,4819.1
2021-12-31,Chhattisgarh,1.99,563.84,11.46,15371.96,5.8,4043.21
2021-12-31,Goa,5.37,1515.39,14.02,18795.66,12.53,8723.9
2021-12-31,Gujarat,0.71,201.46,3.11,4170.76,13.78,9543.91
2021-12-31,Haryana,1.13,321.59,13.18,17639.23,4.7,3237.58
2021-12-31,Himachal Pradesh,0.55,156.16,10.56,14147.88,8.3,5773.52
2021-12-31,Jharkhand,0.46,131.48,4.11,5538.15,5.65,3945.35
2021-12-31,Karnataka,0.97,276.75,13.9,18714.8,10.72,7489.26
2021-12-31,Kerala,5.0,1425.28,5.19,7023.67,6.1,4258.56
2021-12-31,Madhya Pradesh,3.78,1084.3,0.64,871.21,11.41,8037.67
2021-12-31,Maharashtra,0.33,94.33,8.83,12040.52,13.91,9884.07
2021-12-31,Manipur,0.95,270.82,11.34,15547.06,10.99,7853.22
2021-12-31,Meghalaya,3.59,1027.08,12.5,17136.29,9.42,6734.94
2021-12-31,Mizoram,1.49,427.2,0.83,1135.55,7.42,5304.32
2021-12-31,Nagaland,2.76,791.59,10.89,14967.32,1.48,1053.61
2021-12-31,Odisha,5.75,1660.31,3.8,5248.83,11.38,8051.67
2021-12-31,Punjab,3.89,1127.05,12.47,17176.15,6.44,4585.01
2021-12-31,Rajasthan,5.27,1524.17,1.36,1868.95,1.89,1351.31
2021-12-31,Sikkim,1.2,347.38,14.84,20448.24,13.46,9637.93
2021-12-31,Tamil Nadu,1.78,518.5,13.11,18071.18,7.31,5244.34
2021-12-31,Telangana,1.93,562.2,9.02,12498.46,14.75,10533.74
2021-12-31,Tripura,3.71,1079.75,7.1,9858.27,8.61,6155.13
2021-12-31,Uttar Pradesh,2.95,859.83,0.76,1058.95,7.3,5248.93
2021-12-31,Uttarakhand,1.53,444.91,9.98,13931.8,12.35,8851.35
2021-12-31,West Bengal,5.06,1481.04,1.92,2682.86,12.7,9113.19
2022-01-31,Andhra Pradesh,6.25,1837.42,10.55,14736.66,3.16,2280.38
2022-01-31,Arunachal Pradesh,4.57,1351.51,1.38,1929.62,2.0,1453.06
2022-01-31,Assam,6.48,1928.69,2.46,3446.37,13.91,10153.1
2022-01-31,Bihar,5.04,1502.14,7.55,10581.94,14.38,10462.75
2022-01-31,Chhattisgarh,3.93,1177.47,0.68,957.52,8.82,6453.37
2022-01-31,Goa,3.58,1070.74,13.77,19391.94,9.07,6654.88
2022-01-31,Gujarat,1.1,330.43,5.42,7671.4,6.11,4515.32
2022-01-31,Haryana,5.31,1592.53,5.4,7659.78,4.44,3281.17
2022-01-31,Himachal Pradesh,6.21,1866.06,11.81,16743.68,7.72,5758.57
2022-01-31,Jharkhand,6.69,2007.74,5.29,7542.09,11.35,8475.0
2022-01-31,Karnataka,1.15,344.68,12.41,17770.01,14.16,10561.9
2022-01-31,Kerala,1.08,324.38,13.88,19876.18,13.55,10042.59
2022-01-31,Madhya Pradesh,3.09,925.57,14.22,20436.42,7.83,5798.6
2022-01-31,Maharashtra,3.05,913.04,2.69,3855.86,13.71,10105.54
2022-01-31,Manipur,6.17,1840.05,9.46,13611.47,11.89,8750.66
2022-01-31,Meghalaya,5.63,1683.28,11.63,16819.58,5.82,4297.0
2022-01-31,Mizoram,0.87,261.32,7.9,11474.86,9.34,6860.79
2022-01-31,Nagaland,0.85,256.74,6.55,9544.14,3.42,2535.9
2022-01-31,Odisha,3.71,1119.83,6.08,8850.25,2.91,2153.63
2022-01-31,Punjab,3.34,1013.99,3.48,5058.53,3.54,2605.94
2022-01-31,Rajasthan,2.22,672.61,9.15,13295.77,6.62,4876.27
2022-01-31,Sikkim,2.54,767.68,6.25,9069.75,7.19,5332.49
2022-01-31,Tamil Nadu,4.62,1403.04,1.58,2299.53,8.78,6541.09
2022-01-31,Telangana,4.82,1469.36,11.2,16323.32,11.07,8231.74
2022-01-31,Tripura,1.5,458.28,2.8,4085.11,13.73,10221.84
2022-01-31,Uttar Pradesh,5.28,1611.74,10.08,14684.41,6.01,4490.95
2022-01-31,Uttarakhand,6.45,1973.48,2.18,3178.7,6.49,4892.46
2022-01-31,West Bengal,3.29,1009.65,12.87,18820.31,3.2,2413.16
