Month,State,Coal_Production_TWh,Coal_Consumption_TWh,Petroleum_Production_TWh,Petroleum_Consumption_TWh,NaturalGas_Production_TWh,NaturalGas_Consumption_TWh
2021-02-28,Assam,2.19,5.55,4.54,2.42,10.55,4.92
2021-02-28,Bihar,1.57,9.58,0.75,0.83,5.46,11.82
2021-02-28,Chhattisgarh,2.66,4.54,5.0,0.98,5.99,13.9
2021-02-28,Goa,6.04,7.55,1.08,3.1,8.6,7.04
2021-02-28,Gujarat,1.5,5.52,3.26,4.69,6.59,12.13
2021-02-28,Haryana,8.94,8.48,1.93,4.89,8.92,4.42
2021-02-28,Himachal Pradesh,7.13,7.39,4.53,2.57,6.73,13.77
2021-02-28,Jharkhand,3.68,1.7,3.18,1.65,5.07,10.25
2021-02-28,Karnataka,3.46,7.49,0.84,4.63,10.2,8.76
2021-02-28,Kerala,4.74,4.13,3.4,4.84,13.68,3.77
2021-02-28,Madhya Pradesh,7.45,2.54,1.04,2.19,6.26,14.45
2021-02-28,Maharashtra,8.8,7.09,1.02,3.73,13.14,7.02
2021-02-28,Manipur,1.72,4.83,2.89,4.51,5.61,9.49
2021-02-28,Meghalaya,6.81,6.59,2.78,1.8,14.5,6.83
2021-02-28,Mizoram,6.28,3.3,2.56,4.66,6.94,5.92
2021-02-28,Nagaland,2.99,6.07,4.9,3.18,12.05,7.25
2021-02-28,Odisha,1.53,5.82,3.85,4.15,6.7,12.15
2021-02-28,Punjab,4.06,2.98,0.86,4.45,7.04,10.62
2021-02-28,Rajasthan,3.4,4.58,2.94,0.76,14.52,13.27
2021-02-28,Sikkim,7.59,1.51,3.08,1.84,11.23,12.62
2021-02-28,Tamil Nadu,4.94,2.13,2.7,2.92,7.16,6.9
2021-02-28,Telangana,9.31,2.51,3.57,0.56,5.82,13.35
2021-02-28,Tripura,9.31,3.96,3.93,0.93,13.07,14.42
2021-02-28,Uttar Pradesh,8.94,6.31,0.91,4.94,12.29,7.59
2021-02-28,Uttarakhand,4.71,2.27,1.89,3.35,8.2,7.51
2021-02-28,West Bengal,8.99,8.35,1.73,2.62,6.28,5.98
2021-03-31,Andhra Pradesh,6.72,8.25,3.16,1.19,12.5,3.25
2021-03-31,Arunachal Pradesh,4.15,1.57,2.27,2.95,13.58,13.81
2021-03-31,Assam,8.31,3.51,4.52,4.67,12.44,14.22
2021-03-31,Bihar,7.41,4.53,2.92,2.77,12.69,14.91
2021-03-31,Chhattisgarh,6.89,6.36,3.33,0.64,8.26,9.44
2021-03-31,Goa,9.29,1.55,4.48,2.28,7.91,10.16
2021-03-31,Gujarat,5.5,9.03,4.11,2.7,13.07,14.36
2021-03-31,Haryana,1.85,9.71,3.98,0.89,6.2,13.72
2021-03-31,Himachal Pradesh,6.03,9.33,4.47,4.36,3.49,13.28
2021-03-31,Jharkhand,4.77,1.78,4.88,0.95,4.81,10.22
2021-03-31,Karnataka,4.62,1.44,4.63,3.13,4.1,7.35
2021-03-31,Kerala,2.38,1.31,4.22,4.3,2.4,6.4
2021-03-31,Madhya Pradesh,7.39,2.11,2.81,1.47,13.88,9.17
2021-03-31,Maharashtra,3.08,3.93,0.94,1.14,12.99,2.19
2021-03-31,Manipur,1.88,9.05,0.54,4.14,9.41,2.79
2021-03-31,Meghalaya,7.43,2.39,1.59,3.1,12.11,12.62
2021-03-31,Mizoram,6.27,3.04,4.61,4.29,10.73,7.13
2021-03-31,Nagaland,4.79,5.65,3.31,0.92,5.81,14.32
2021-03-31,Odisha,2.49,4.36,3.69,3.15,10.84,2.38
2021-03-31,Punjab,6.24,6.0,4.06,2.55,7.44,2.21
2021-03-31,Rajasthan,6.18,4.13,3.61,2.82,8.89,11.66
2021-03-31,Sikkim,4.03,5.87,2.03,2.68,6.52,14.77
2021-03-31,Tamil Nadu,3.35,8.02,3.86,3.88,3.14,13.07
2021-03-31,Telangana,6.63,9.26,3.2,0.75,3.61,7.61
2021-03-31,Tripura,7.59,2.49,0.7,4.3,11.37,7.04
2021-03-31,Uttar Pradesh,8.38,1.8,1.56,3.76,2.72,2.97
2021-03-31,Uttarakhand,6.01,7.77,4.38,4.2,3.81,14.01
2021-03-31,West Bengal,1.74,9.92,2.91,0.81,14.5,12.03
2021-04-30,Andhra Pradesh,3.85,8.23,1.04,0.93,13.76,3.71
2021-04-30,Arunachal Pradesh,6.34,8.12,3.8,3.19,2.12,6.13
2021-04-30,Assam,1.83,3.32,0.71,1.92,7.53,9.88
2021-04-30,Bihar,3.04,4.6,1.01,2.68,11.93,5.3
2021-04-30,Chhattisgarh,4.09,8.22,3.87,2.28,3.87,8.24
2021-04-30,Goa,9.62,1.61,3.71,2.07,6.71,12.98
2021-04-30,Gujarat,5.59,9.11,2.61,2.65,12.97,3.56
2021-04-30,Haryana,3.28,6.76,2.69,3.12,10.84,12.7
2021-04-30,Himachal Pradesh,7.48,3.58,1.85,0.67,3.5,4.43
2021-04-30,Jharkhand,2.74,1.94,2.62,4.56,3.03,5.07
2021-04-30,Karnataka,8.78,6.28,3.08,2.07,10.1,9.9
2021-04-30,Kerala,4.64,8.68,2.82,1.88,6.63,14.46
2021-04-30,Madhya Pradesh,1.58,9.55,4.94,3.72,5.12,9.97
2021-04-30,Maharashtra,8.23,1.89,0.69,3.8,5.1,2.57
2021-04-30,Manipur,4.52,1.49,1.45,0.98,9.99,11.33
2021-04-30,Meghalaya,4.96,4.37,2.96,2.51,3.98,13.7
2021-04-30,Mizoram,3.17,2.86,1.82,3.41,3.78,10.96
2021-04-30,Nagaland,2.36,2.51,3.13,2.25,4.9,10.15
2021-04-30,Odisha,9.61,7.29,3.68,3.19,11.51,14.55
2021-04-30,Punjab,9.72,9.87,4.72,4.8,9.3,2.07
2021-04-30,Rajasthan,8.05,3.4,2.95,4.86,9.57,12.96
2021-04-30,Sikkim,7.37,2.75,2.15,4.49,11.4,4.52
2021-04-30,Tamil Nadu,6.3,7.38,3.75,4.76,9.21,10.09
2021-04-30,Telangana,2.24,8.41,2.85,0.9,11.35,12.72
2021-04-30,Tripura,6.93,7.17,3.63,3.94,9.54,11.32
2021-04-30,Uttar Pradesh,2.39,2.62,1.6,1.52,12.77,5.61
2021-04-30,Uttarakhand,6.76,3.15,1.24,3.12,3.15,13.42
2021-04-30,West Bengal,6.79,2.13,2.05,4.89,14.96,12.49
2021-05-31,Andhra Pradesh,5.24,2.08,1.22,1.61,8.35,8.07
2021-05-31,Arunachal Pradesh,6.37,8.41,2.4,3.85,9.24,2.99
2021-05-31,Assam,2.41,9.02,4.69,4.72,6.94,11.69
2021-05-31,Bihar,3.4,5.39,3.25,4.56,11.68,13.56
2021-05-31,Chhattisgarh,5.69,7.07,1.84,3.32,4.69,6.75
2021-05-31,Goa,7.23,4.64,1.66,3.08,8.87,10.11
2021-05-31,Gujarat,3.84,5.36,4.67,1.5,6.48,5.53
2021-05-31,Haryana,5.35,4.82,4.37,0.61,10.31,14.46
2021-05-31,Himachal Pradesh,8.33,8.36,3.7,0.53,2.81,2.13
2021-05-31,Jharkhand,9.67,5.23,2.69,1.7,4.2,6.92
2021-05-31,Karnataka,9.36,4.73,4.71,1.27,3.24,10.34
2021-05-31,Kerala,7.33,5.21,3.55,2.0,3.45,11.9
2021-05-31,Madhya Pradesh,4.92,3.53,3.78,1.43,10.1,4.86
2021-05-31,Maharashtra,8.62,3.17,1.25,4.69,11.59,4.94
2021-05-31,Manipur,6.2,5.57,4.09,3.11,13.31,14.93
2021-05-31,Meghalaya,8.18,6.86,1.83,4.82,10.25,12.14
2021-05-31,Mizoram,6.93,4.59,4.47,4.45,12.9,7.71
2021-05-31,Nagaland,8.0,8.51,3.72,4.32,2.48,5.67
2021-05-31,Odisha,9.81,2.9,1.97,1.92,8.07,13.66
2021-05-31,Punjab,4.14,1.45,3.48,1.95,4.09,8.53
2021-05-31,Rajasthan,9.39,2.02,4.66,2.27,2.16,13.46
2021-05-31,Sikkim,1.42,9.67,3.61,1.29,11.43,4.92
2021-05-31,Tamil Nadu,9.41,5.4,2.56,4.14,13.06,2.11
2021-05-31,Telangana,3.29,8.03,4.17,1.28,10.86,14.46
2021-05-31,Tripura,5.68,8.29,1.16,1.88,8.88,8.39
2021-05-31,Uttar Pradesh,1.3,4.85,0.52,1.74,7.72,7.3
2021-05-31,Uttarakhand,8.73,3.31,2.58,3.76,7.02,10.36
2021-05-31,West Bengal,6.13,6.68,1.65,1.86,2.42,2.8
2021-06-30,Andhra Pradesh,8.7,6.72,2.82,0.75,4.99,6.2
2021-06-30,Arunachal Pradesh,5.99,2.11,4.2,3.06,4.66,14.9
2021-06-30,Assam,1.28,7.8,0.53,4.21,11.7,3.77
2021-06-30,Bihar,5.04,2.74,0.78,2.07,10.04,2.04
2021-06-30,Chhattisgarh,9.98,2.99,2.88,3.78,13.48,11.24
2021-06-30,Goa,1.02,2.68,2.06,3.06,11.16,10.36
2021-06-30,Gujarat,2.21,3.99,3.79,2.48,4.6,13.96
2021-06-30,Haryana,5.6,7.03,3.22,2.31,5.25,7.58
2021-06-30,Himachal Pradesh,6.26,2.6,1.99,4.52,6.84,7.58
2021-06-30,Jharkhand,5.48,7.61,2.49,3.32,13.49,10.78
2021-06-30,Karnataka,8.3,7.7,2.98,4.33,14.44,12.77
2021-06-30,Kerala,4.18,4.21,3.01,4.51,9.66,2.58
2021-06-30,Madhya Pradesh,8.23,1.6,0.76,4.95,4.63,11.98
2021-06-30,Maharashtra,3.12,8.27,2.43,3.62,11.58,7.61
2021-06-30,Manipur,5.32,3.5,1.73,3.69,13.22,7.61
2021-06-30,Meghalaya,9.66,9.15,3.95,2.56,14.94,13.95
2021-06-30,Mizoram,2.39,9.0,1.59,2.63,13.32,12.7
2021-06-30,Nagaland,2.78,2.21,2.88,0.52,9.07,7.33
2021-06-30,Odisha,5.5,8.19,2.72,2.39,4.47,3.74
2021-06-30,Punjab,6.77,7.75,4.83,0.71,10.05,9.99
2021-06-30,Rajasthan,4.96,3.42,4.98,3.86,13.32,4.74
2021-06-30,Sikkim,6.11,7.95,1.85,2.6,9.66,9.06
2021-06-30,Tamil Nadu,6.25,2.01,3.64,4.5,7.91,9.35
2021-06-30,Telangana,2.61,1.66,3.92,0.84,11.45,7.33
2021-06-30,Tripura,8.05,8.7,4.69,1.04,11.43,14.73
2021-06-30,Uttar Pradesh,4.69,1.5,1.25,1.97,8.1,10.54
2021-06-30,Uttarakhand,3.88,4.82,4.05,2.26,14.38,4.62
2021-06-30,West Bengal,4.82,4.8,3.12,1.08,5.34,6.82
2021-07-31,Andhra Pradesh,8.5,8.04,4.43,1.19,10.5,9.55
2021-07-31,Arunachal Pradesh,7.4,1.6,1.1,4.64,14.49,8.59
2021-07-31,Assam,4.99,2.06,4.15,3.46,14.66,6.82
2021-07-31,Bihar,3.42,9.48,1.38,4.71,2.32,5.51
2021-07-31,Chhattisgarh,2.07,9.74,1.35,2.73,13.85,2.04
2021-07-31,Goa,7.61,8.87,2.85,1.25,9.88,4.61
2021-07-31,Gujarat,5.92,1.79,2.72,2.41,14.91,6.04
2021-07-31,Haryana,5.24,1.35,0.96,0.54,5.35,12.09
2021-07-31,Himachal Pradesh,7.55,9.06,1.09,1.81,4.37,6.26
2021-07-31,Jharkhand,7.96,5.09,4.64,4.91,4.72,13.84
2021-07-31,Karnataka,2.31,4.7,1.6,2.96,7.3,11.38
2021-07-31,Kerala,4.82,9.9,4.38,2.94,7.22,4.11
2021-07-31,Madhya Pradesh,3.51,9.47,3.22,4.85,12.76,5.01
2021-07-31,Maharashtra,9.97,3.37,3.34,4.44,6.52,4.78
2021-07-31,Manipur,3.2,7.82,3.94,1.12,3.09,14.89
2021-07-31,Meghalaya,7.36,7.5,4.15,2.96,10.02,3.12
2021-07-31,Mizoram,8.9,9.26,2.42,1.87,5.14,6.86
2021-07-31,Nagaland,2.24,1.94,4.89,4.28,7.03,9.03
2021-07-31,Odisha,9.78,6.56,1.83,1.03,11.07,9.89
2021-07-31,Punjab,1.18,3.24,4.02,2.01,5.7,8.85
2021-07-31,Rajasthan,8.96,7.55,4.94,1.87,8.83,3.06
2021-07-31,Sikkim,1.57,8.98,3.18,2.83,12.95,11.42
2021-07-31,Tamil Nadu,9.99,2.63,2.44,3.79,3.37,13.68
2021-07-31,Telangana,1.08,4.02,2.1,3.57,2.85,6.0
2021-07-31,Tripura,6.35,1.03,2.5,1.04,6.32,14.24
2021-07-31,Uttar Pradesh,5.34,7.62,1.25,0.74,2.56,14.88
2021-07-31,Uttarakhand,2.42,2.32,4.19,1.24,12.66,12.31
2021-07-31,West Bengal,3.5,3.11,2.16,2.82,7.8,8.43
2021-08-31,Andhra Pradesh,2.83,4.06,4.74,1.52,2.45,12.99
2021-08-31,Arunachal Pradesh,5.5,4.41,4.66,3.03,4.93,13.13
2021-08-31,Assam,9.56,7.82,0.66,0.9,2.2,3.24
2021-08-31,Bihar,2.92,2.26,0.85,0.69,6.74,3.87
2021-08-31,Chhattisgarh,2.76,7.38,1.99,2.67,2.99,14.77
2021-08-31,Goa,8.16,1.44,0.79,2.79,14.39,9.14
2021-08-31,Gujarat,1.0,4.76,1.36,1.21,9.7,10.49
2021-08-31,Haryana,5.02,2.47,1.11,3.92,13.36,9.75
2021-08-31,Himachal Pradesh,2.55,4.4,2.71,0.8,13.83,4.79
2021-08-31,Jharkhand,2.38,4.52,2.64,2.21,10.55,13.42
2021-08-31,Karnataka,3.12,6.59,1.44,4.81,2.06,13.29
2021-08-31,Kerala,9.82,8.78,2.23,4.9,11.9,10.52
2021-08-31,Madhya Pradesh,1.68,1.95,4.94,2.2,6.95,10.56
2021-08-31,Maharashtra,9.52,1.31,2.85,2.04,13.61,11.47
2021-08-31,Manipur,3.12,1.04,2.42,1.32,7.44,5.27
2021-08-31,Meghalaya,7.8,2.29,0.68,0.96,13.72,2.83
2021-08-31,Mizoram,7.24,7.63,3.82,1.76,4.17,12.88
2021-08-31,Nagaland,4.21,4.15,2.28,1.01,8.4,4.28
2021-08-31,Odisha,6.43,5.08,1.11,4.35,12.14,11.44
2021-08-31,Punjab,5.07,3.21,4.82,1.51,12.2,6.64
2021-08-31,Rajasthan,8.79,5.47,2.18,1.17,11.36,14.11
2021-08-31,Sikkim,5.34,2.94,4.68,1.67,13.4,11.83
2021-08-31,Tamil Nadu,3.78,6.31,0.73,0.78,12.72,4.62
2021-08-31,Telangana,5.53,9.04,4.14,2.64,8.44,13.47
2021-08-31,Tripura,2.26,7.02,1.38,0.64,12.47,3.33
2021-08-31,Uttar Pradesh,6.92,6.85,4.97,3.21,2.46,4.37
2021-08-31,Uttarakhand,9.11,8.97,1.65,0.59,2.28,14.09
2021-08-31,West Bengal,1.93,6.75,3.6,1.6,10.9,11.2
2021-09-30,Andhra Pradesh,6.92,9.65,2.58,3.74,3.92,6.5
2021-09-30,Arunachal Pradesh,7.11,6.69,2.6,1.5,7.32,8.39
2021-09-30,Assam,2.69,8.72,4.15,3.74,11.72,2.07
2021-09-30,Bihar,10.0,4.67,4.21,3.89,3.21,7.23
2021-09-30,Chhattisgarh,3.1,5.31,0.8,1.51,5.35,8.59
2021-09-30,Goa,2.29,4.87,4.16,1.93,5.57,8.44
2021-09-30,Gujarat,7.29,3.56,1.14,3.12,9.94,2.9
2021-09-30,Haryana,8.78,4.28,3.43,1.85,2.2,2.09
2021-09-30,Himachal Pradesh,9.88,7.22,3.63,4.0,4.81,14.25
2021-09-30,Jharkhand,6.52,1.12,2.09,1.33,7.54,11.56
2021-09-30,Karnataka,1.92,8.84,3.03,3.97,6.14,3.0
2021-09-30,Kerala,6.37,2.51,3.38,1.94,10.61,12.12
2021-09-30,Madhya Pradesh,7.54,3.52,2.26,3.99,6.12,7.55
2021-09-30,Maharashtra,4.9,3.37,0.64,2.22,7.94,4.27
2021-09-30,Manipur,3.9,7.73,4.77,2.48,12.0,3.55
2021-09-30,Meghalaya,9.71,7.6,1.37,3.32,13.43,8.76
2021-09-30,Mizoram,7.66,1.46,0.9,0.78,12.17,4.77
2021-09-30,Nagaland,2.0,7.4,1.7,2.99,3.75,9.42
2021-09-30,Odisha,4.67,8.33,1.02,3.75,9.93,4.79
2021-09-30,Punjab,8.0,6.04,1.99,4.63,10.42,7.94
2021-09-30,Rajasthan,6.4,3.96,2.52,4.01,12.29,2.89
2021-09-30,Sikkim,8.36,2.23,4.32,3.59,12.92,3.64
2021-09-30,Tamil Nadu,4.11,1.04,4.54,1.88,14.25,2.2
2021-09-30,Telangana,3.11,4.7,1.2,4.39,10.53,11.82
2021-09-30,Tripura,2.61,3.15,0.52,1.31,2.2,8.9
2021-09-30,Uttar Pradesh,4.12,2.57,2.22,2.75,8.93,12.8
2021-09-30,Uttarakhand,5.87,6.5,3.41,4.92,5.35,9.13
2021-09-30,West Bengal,1.2,2.28,1.93,2.37,14.41,4.85
2021-10-31,Andhra Pradesh,5.22,1.06,3.19,3.05,2.44,6.45
2021-10-31,Arunachal Pradesh,5.54,6.36,3.1,1.99,7.74,10.7
2021-10-31,Assam,1.24,6.12,4.57,3.16,10.22,7.66
2021-10-31,Bihar,9.14,2.91,2.77,4.53,7.14,7.13
2021-10-31,Chhattisgarh,5.88,8.22,3.19,4.9,6.46,7.4
2021-10-31,Goa,5.03,6.32,3.34,3.88,5.82,2.88
2021-10-31,Gujarat,9.61,1.13,3.7,3.22,6.66,5.61
2021-10-31,Haryana,4.54,4.34,4.02,4.79,8.86,14.83
2021-10-31,Himachal Pradesh,5.1,8.26,1.39,4.86,2.52,6.23
2021-10-31,Jharkhand,1.2,5.7,1.48,0.57,14.53,7.68
2021-10-31,Karnataka,7.99,2.17,1.04,4.27,5.31,4.29
2021-10-31,Kerala,9.86,5.97,3.55,4.33,3.49,11.23
2021-10-31,Madhya Pradesh,9.31,1.78,2.34,1.16,3.88,9.15
2021-10-31,Maharashtra,3.72,6.29,2.45,3.21,12.87,3.1
2021-10-31,Manipur,9.81,9.1,3.95,1.37,3.77,2.25
2021-10-31,Meghalaya,4.04,4.31,2.64,3.23,4.43,9.77
2021-10-31,Mizoram,1.53,2.61,2.51,0.72,2.16,8.93
2021-10-31,Nagaland,8.17,7.13,1.61,1.07,10.55,5.82
2021-10-31,Odisha,6.57,7.77,1.47,1.99,10.77,14.42
2021-10-31,Punjab,8.0,8.38,1.89,1.71,11.0,13.54
2021-10-31,Rajasthan,3.31,3.26,1.94,2.48,8.63,7.15
2021-10-31,Sikkim,3.38,5.06,3.56,3.9,7.28,3.75
2021-10-31,Tamil Nadu,2.33,8.87,2.14,4.81,4.57,13.7
2021-10-31,Telangana,5.95,4.78,3.24,0.7,10.71,12.72
2021-10-31,Tripura,2.49,8.9,0.64,3.11,2.74,11.07
2021-10-31,Uttar Pradesh,3.68,9.26,4.94,1.81,10.76,6.08
2021-10-31,Uttarakhand,8.72,9.81,1.57,4.92,3.34,7.65
2021-10-31,West Bengal,6.87,5.07,0.61,3.37,10.62,12.65
2021-11-30,Andhra Pradesh,9.82,4.47,0.8,3.0,4.63,7.51
2021-11-30,Arunachal Pradesh,2.43,1.2,3.83,3.07,7.35,2.62
2021-11-30,Assam,6.22,5.93,1.39,0.9,14.08,10.45
2021-11-30,Bihar,4.69,6.35,4.21,1.44,8.48,4.37
2021-11-30,Chhattisgarh,1.02,3.47,4.47,4.24,6.25,11.79
2021-11-30,Goa,2.49,6.03,2.03,1.42,11.68,12.06
2021-11-30,Gujarat,7.61,8.94,3.2,3.53,6.58,12.39
2021-11-30,Haryana,8.31,6.67,2.33,3.03,4.2,10.94
2021-11-30,Himachal Pradesh,7.83,7.13,2.39,1.42,13.32,3.04
2021-11-30,Jharkhand,4.12,8.4,1.5,4.92,12.58,12.92
2021-11-30,Karnataka,6.15,6.98,2.77,1.35,2.7,12.42
2021-11-30,Kerala,8.59,6.02,0.56,0.63,9.74,10.27
2021-11-30,Madhya Pradesh,6.03,7.11,1.23,3.17,11.22,9.68
2021-11-30,Maharashtra,1.04,8.0,1.93,3.64,13.31,7.34
2021-11-30,Manipur,4.55,5.86,1.52,1.93,5.97,5.04
2021-11-30,Meghalaya,6.64,8.41,2.2,3.0,7.56,7.27
2021-11-30,Mizoram,8.47,4.44,1.84,1.82,2.72,14.83
2021-11-30,Nagaland,6.3,3.06,2.93,4.79,3.42,2.61
2021-11-30,Odisha,6.29,3.41,4.61,4.11,4.93,3.94
2021-11-30,Punjab,1.23,5.98,2.4,1.69,11.83,10.73
2021-11-30,Rajasthan,9.54,7.5,3.34,4.51,7.76,4.63
2021-11-30,Sikkim,3.22,8.28,4.91,2.26,3.36,13.78
2021-11-30,Tamil Nadu,7.65,5.34,4.57,2.69,11.82,7.19
2021-11-30,Telangana,4.48,3.96,1.77,1.97,10.45,10.08
2021-11-30,Tripura,5.87,8.26,1.45,4.41,9.57,12.94
2021-11-30,Uttar Pradesh,9.98,6.28,1.66,0.99,5.8,8.28
2021-11-30,Uttarakhand,6.9,5.82,4.27,1.95,14.54,14.19
2021-11-30,West Bengal,8.86,1.4,2.91,4.06,12.11,2.1
2021-12-31,Andhra Pradesh,5.59,3.68,3.9,0.74,13.22,14.48
2021-12-31,Arunachal Pradesh,7.5,7.15,0.79,2.54,2.74,11.57
2021-12-31,Assam,8.48,5.94,1.12,2.28,10.96,6.57
2021-12-31,Bihar,2.4,1.99,3.73,0.95,8.69,6.32
2021-12-31,Chhattisgarh,9.83,7.1,3.6,2.82,6.7,3.45
2021-12-31,Goa,3.99,4.27,4.44,4.91,5.65,4.8
2021-12-31,Gujarat,1.61,4.79,4.77,1.84,7.81,11.52
2021-12-31,Haryana,7.19,5.42,4.63,3.52,10.41,12.61
2021-12-31,Himachal Pradesh,9.69,7.96,2.24,4.48,8.85,14.85
2021-12-31,Jharkhand,4.18,5.97,2.21,3.02,10.61,8.17
2021-12-31,Karnataka,4.7,2.22,1.1,1.62,14.48,13.36
2021-12-31,Kerala,2.62,9.8,4.71,1.2,8.97,11.68
2021-12-31,Madhya Pradesh,8.69,8.14,0.58,3.83,5.88,6.02
2021-12-31,Maharashtra,3.32,2.33,2.93,4.59,5.04,7.4
2021-12-31,Manipur,8.37,6.27,2.25,1.81,8.32,8.86
2021-12-31,Meghalaya,1.02,9.02,1.78,1.17,14.99,3.52
2021-12-31,Mizoram,7.49,7.5,2.98,2.04,7.5,11.87
2021-12-31,Nagaland,5.14,6.91,4.82,2.65,9.52,2.38
2021-12-31,Odisha,9.44,6.42,2.45,1.68,11.64,5.47
2021-12-31,Punjab,8.3,7.44,2.24,2.19,8.52,7.21
2021-12-31,Rajasthan,5.39,4.15,0.56,2.48,7.18,2.83
2021-12-31,Sikkim,6.15,7.53,1.33,1.81,3.1,8.66
2021-12-31,Tamil Nadu,7.47,9.28,4.22,2.18,8.55,6.05
2021-12-31,Telangana,8.75,9.46,4.83,4.76,6.6,11.71
2021-12-31,Tripura,9.29,5.64,4.45,2.13,7.77,8.76
2021-12-31,Uttar Pradesh,1.57,7.91,3.34,1.52,5.97,5.45
2021-12-31,Uttarakhand,8.06,8.55,2.61,2.57,3.7,4.2
2021-12-31,West Bengal,6.61,3.36,1.56,2.77,6.63,6.93
2022-01-31,Andhra Pradesh,4.96,5.46,4.38,4.57,9.29,8.49
2022-01-31,Arunachal Pradesh,4.77,4.04,1.13,4.76,9.39,12.59
2022-01-31,Assam,4.49,4.54,0.68,1.08,8.01,12.65
2022-01-31,Bihar,5.56,3.96,0.62,4.49,13.36,10.16
2022-01-31,Chhattisgarh,1.1,5.61,3.05,4.97,4.2,14.65
2022-01-31,Goa,2.45,3.8,3.57,4.29,14.56,14.31
2022-01-31,Gujarat,1.23,5.55,0.64,2.59,2.55,7.38
2022-01-31,Haryana,3.74,2.36,0.8,3.1,12.22,12.71
2022-01-31,Himachal Pradesh,3.34,6.2,1.99,3.18,14.8,13.34
2022-01-31,Jharkhand,6.7,3.42,2.07,3.4,13.43,11.54
2022-01-31,Karnataka,9.47,8.84,3.18,4.83,6.48,11.89
2022-01-31,Kerala,8.6,6.01,2.73,1.13,11.41,5.69
2022-01-31,Madhya Pradesh,7.0,3.22,1.91,2.43,8.6,6.99
2022-01-31,Maharashtra,3.89,6.51,2.94,1.84,11.18,7.12
2022-01-31,Manipur,4.97,8.12,2.59,1.35,10.16,2.28
2022-01-31,Meghalaya,5.6,1.48,4.03,1.39,13.61,2.51
2022-01-31,Mizoram,8.52,1.6,1.45,2.36,13.95,9.11
2022-01-31,Nagaland,3.7,5.57,3.4,2.28,13.66,13.77
2022-01-31,Odisha,6.59,8.69,1.37,1.21,4.84,11.92
2022-01-31,Punjab,1.45,4.89,1.81,3.08,9.76,12.01
2022-01-31,Rajasthan,6.73,4.07,1.86,2.47,3.19,9.59
2022-01-31,Sikkim,8.37,6.01,2.95,2.51,14.25,10.12
2022-01-31,Tamil Nadu,1.21,1.93,4.91,3.14,3.32,6.02
2022-01-31,Telangana,8.34,8.46,4.74,1.03,10.14,13.63
2022-01-31,Tripura,3.77,8.66,3.29,3.35,3.31,10.6
2022-01-31,Uttar Pradesh,8.93,5.92,4.86,3.23,8.67,10.34
2022-01-31,Uttarakhand,3.55,1.96,2.14,4.86,6.27,8.66
2022-01-31,West Bengal,5.88,9.98,4.67,3.65,2.33,9.17
2022-02-28,Andhra Pradesh,7.36,1.97,3.61,1.75,2.92,2.52
2022-02-28,Arunachal Pradesh,2.18,9.34,0.62,3.52,7.33,12.55
2022-02-28,Assam,8.91,4.33,3.78,4.48,6.68,9.97
2022-02-28,Bihar,7.47,9.67,4.84,3.44,5.28,9.2
2022-02-28,Chhattisgarh,5.56,6.82,3.41,2.17,5.03,11.97
2022-02-28,Goa,4.31,4.53,2.55,2.44,10.31,7.54
2022-02-28,Gujarat,6.03,1.82,0.57,1.82,10.78,11.34
2022-02-28,Haryana,3.84,9.91,4.21,4.41,4.8,5.81
2022-02-28,Himachal Pradesh,5.03,2.63,1.06,2.25,8.16,14.86
2022-02-28,Jharkhand,5.53,4.84,1.35,3.33,6.73,6.43
2022-02-28,Karnataka,3.87,3.81,4.96,4.4,5.5,3.26
2022-02-28,Kerala,6.18,2.27,1.52,3.92,12.35,8.04
2022-02-28,Madhya Pradesh,4.75,7.72,0.99,2.42,10.23,4.07
2022-02-28,Maharashtra,7.79,2.74,4.83,2.87,4.05,13.41
2022-02-28,Manipur,1.04,1.06,4.17,1.55,9.59,8.82
2022-02-28,Meghalaya,3.83,7.67,1.95,1.82,12.67,11.0
2022-02-28,Mizoram,7.16,9.5,1.5,1.36,12.41,9.28
2022-02-28,Nagaland,8.53,7.25,1.37,3.04,6.49,6.4
2022-02-28,Odisha,5.09,4.09,2.4,2.97,4.55,7.53
2022-02-28,Punjab,7.12,9.51,2.29,1.0,4.17,6.45
2022-02-28,Rajasthan,5.8,7.91,3.44,1.7,12.5,8.42
2022-02-28,Sikkim,2.67,8.37,2.03,3.21,9.32,12.65
2022-02-28,Tamil Nadu,2.93,2.3,3.99,2.41,5.09,13.0
2022-02-28,Telangana,4.73,5.0,1.79,0.51,5.78,13.11
2022-02-28,Tripura,8.13,4.97,4.59,0.83,12.26,8.45
2022-02-28,Uttar Pradesh,2.74,4.67,4.23,4.64,12.94,2.01
2022-02-28,Uttarakhand,6.75,3.0,4.34,1.27,10.14,3.47
2022-02-28,West Bengal,4.11,7.03,1.83,2.95,9.1,14.74
2022-03-31,Andhra Pradesh,6.67,2.57,2.94,3.07,6.5,8.54
2022-03-31,Arunachal Pradesh,8.97,7.09,3.39,0.7,2.68,10.51
2022-03-31,Assam,8.94,8.38,0.67,1.81,13.34,12.75
2022-03-31,Bihar,8.57,2.53,1.96,2.75,3.34,11.49
2022-03-31,Chhattisgarh,7.87,9.49,3.6,4.78,11.04,6.23
2022-03-31,Goa,7.64,1.23,3.39,3.43,3.14,11.95
